Year,JerseyNum,Name,Position,Height,Weight,Major,Class,HomeTownHighSchool
2015,20,Dani Nunn,M,5-6,,,Fr.,"Santa Rosa, CA / Maria Carrillo HS"
2015,21,Anna Nilsson,M,5-8,,,Jr.,"San Diego, CA / The Preuss School UCSD"
2015,22,Sydney Bennett,D,5-5,,,Fr.,"Orange, CA / Canyon HS"
2015,23,Brie Diaz,M,5-6,,,So.,"Temecula, CA / Great Oak HS"
2015,24,Avery Schulhofer,F,5-2,,,Fr.,"Saugus, CA / Saugus HS"
2015,25,Taylor Ramos,M,5-1,,,So.,"San Diego, CA / Coronado HS"
2015,27,Jade Kratochvil,F,5-5,,,Fr.,"Huntington Beach, CA / Ocean View HS"
2015,28,Makenna Gandara,F,5-2,,,Fr.,"Woodland Hills, CA / Sierra Canyon School"
2015,29,Katie Kissner,D,5-7,,,Fr.,"Burlingame, CA / Burlingame HS"
2015,,Kate White,GK,5-7,,,Jr.,"Camarillo, CA / Adolfo Camarillo HS"
2016,01,Angelica Ramos,GK,5-8,,,So.,"San Clemente, CA / JSerra Catholic HS"
2016,1,Itzel Gonzalez,GK,5-6,,,R-Sr.,"Tijuana, Mexico / Artesia HS"
2016,2,Lauren Plesse,M,5-4,,,Fr.,"Saratoga, CA / Saratoga HS"
2016,3,Makenzie Brito,D,5-9,,,Jr.,"Granite Bay, CA / Granite Bay HS"
2016,4,Jamie Benedetto,M,5-9,,,Sr.,"Santa Barbara, CA / Dos Pueblos HS"
2016,5,Aimee Ellis,D/M,5-10,,,Jr.,"Ventura, CA / Foothill Technology HS"
2016,6,Kristen Sampietro,M/D,5-4,,,Sr.,"Santa Rosa, CA / Maria Carrillo HS"
2016,7,Jordyn McNutt,M,5-5,,,Jr.,"San Diego, CA / University City HS"
2016,8,Mary Reilly,F,5-5,,,So.,"Chula Vista, CA / Hilltop HS"
2016,9,Katie O'Laughlin,F,5-8,,,Jr.,"Carlsbad, CA / Pacific Ridge School"
2016,10,Elisa Martinez,M,5-3,,,Jr.,"El Cajon, CA / Francis Parker School"
2016,11,Meghan Berry,D,5-7,,,R-Sr.,"Austin, TX / Mt. Carmel HS"
